wds_id,wds_dd,wds_comp,wsi_ra_deg,wsi_dec_deg,wsi_date,wsi_filter,wsi_sep,wsi_sep_e,wsi_pa,wsi_pa_e,wsi_dm,wsi_dm_e,wsi_dm_flag,wsi_nav,wsi_avg,sb_id1,sb_id2,sb_flg1,sb_flg2
13122+1608,A  2225,AB,198.0583,16.1311,2021.3567,y,2.3958,0.0522,84.91,1.25,2.5,0.0,*,1,1,Gaia DR3 3936734828438824064,Gaia DR3 3936734832734796928,.,.
15460+0001,A  2231,AB,236.5,0.0117,2022.4246,V,2.1377,0.0694,25.89,0.6,3.3,0.0693,:,2,1,,,$,$
17168+0259,A  2239,AB,259.1875,2.9856,2022.4931,V,3.3647,0.0203,288.72,0.35,4.2,0.0,:,1,1,Gaia DR3 4388244541039645568,,.,$
17168+0259,A  2239,AB,259.1875,2.9856,2022.4931,y,3.3179,0.024,288.41,0.41,4.2,0.0,*,1,1,Gaia DR3 4388244541039645568,,.,$
22306+0151,A  2294BC,BC,337.65,1.8539,2021.8572,V,3.2013,0.0031,203.14,0.38,4.0,0.15,:,2,2,,,$,$
22306+0151,A  2294BC,BC,337.65,1.8539,2021.8572,y,3.0745,0.0224,203.67,0.42,4.1,0.0,*,1,1,,,$,$
05350+1838,A  2354,AB,83.7458,18.6289,2022.1066,G,0.4594,0.0023,306.35,0.29,0.0,0.0,:,1,1,,,$,$
05350+1838,A  2354,AB,83.7458,18.6289,2022.1066,y,0.4363,0.0013,308.97,0.17,0.0,0.0,:,1,1,,,$,$
08338-1424,"A  2366A,BC","A,BC",128.4458,-14.3964,2021.2195,y,65.5478,0.0031,138.37,0.0,2.3,0.0,,1,1,Gaia DR3 5722614292048505472,,.,$
10100+1623,A  2367AB,AB,152.5,16.3853,2021.2937,y,61.6332,0.1514,85.06,0.05,0.8,0.15,:,2,2,Gaia DR3 621967240770214656,Gaia DR3 621967034611254656,.,.
02572+0153,A  2413,AB,44.3083,1.8875,2021.0387,V,0.6447,0.0089,167.62,0.71,0.9,0.0711,:,3,1,Gaia DR3 1268325318000128,Gaia DR3 1268325317557248,.,.
02572+0153,A  2413,AB,44.3083,1.8875,2020.943,y,0.6386,0.0036,168.94,0.32,0.6,0.0708,:,3,1,Gaia DR3 1268325318000128,Gaia DR3 1268325317557248,.,.
02572+0153,A  2413,AB,44.3083,1.8875,2021.0673,y,0.6354,0.0077,168.23,0.73,0.7,0.1,:,6,2,Gaia DR3 1268325318000128,Gaia DR3 1268325317557248,.,.
02572+0153,A  2413,AB,44.3083,1.8875,2022.0572,y,0.6349,0.0031,170.17,0.34,0.6,0.05,:,9,2,Gaia DR3 1268325318000128,Gaia DR3 1268325317557248,.,.
03023+1820,A  2414,AB,45.5625,18.3292,2021.8961,V,0.5554,0.0035,82.67,0.37,0.9,0.0,:,1,1,,,$,$
03023+1820,A  2414,AB,45.5625,18.3292,2022.0846,V,0.5375,0.0101,71.88,1.98,1.1,0.1462,:,3,1,,,$,$
03023+1820,A  2414,AB,45.5625,18.3292,2021.8961,y,0.5113,0.0949,84.09,0.93,0.9,0.0236,:,2,1,,,$,$
03372+0121,A  2419,AB,54.3083,1.3492,2020.9433,V,0.816,0.0006,100.23,0.04,0.6,0.0,,1,1,Gaia DR3 3264801870883734912,Gaia DR3 3264801870882886144,.,.
05431+1831,A  2435,AB,85.7792,18.5194,2022.1066,y,0.9268,0.0088,110.19,0.74,2.6,0.6629,:,2,1,Gaia DR3 3399100580491170688,,.,$
09376+1528,A  2479,AB,144.4083,15.4583,2022.3267,y,0.4653,0.0005,191.0,0.36,1.5,0.1414,:,9,3,Gaia DR3 618835831653987968,Gaia DR3 618835827358810752,.,.
13237-0043,A  2489,AB,200.9292,-0.7192,2022.341,V,1.028,0.0005,188.7,2.58,0.9,0.1,:,5,2,Gaia DR3 3686838448448130304,Gaia DR3 3686838448448857472,.,.
13237-0043,A  2489,AB,200.9292,-0.7192,2022.382,y,1.0134,0.0016,190.42,1.14,0.8,0.05,:,5,2,Gaia DR3 3686838448448130304,Gaia DR3 3686838448448857472,.,.
07304+2527,A  2528,AB,112.6,25.4486,2022.2189,V,2.282,0.0243,136.72,0.61,5.1,0.0,*,1,1,Gaia DR3 871555173389190528,,.,$
11265+0806,A  2575,AB,171.625,8.0947,2022.3013,V,0.456,0.003,60.92,1.84,0.7,0.0574,:,2,1,,,$,$
11265+0806,A  2575,AB,171.625,8.0947,2022.3196,y,0.4243,0.0181,63.89,2.88,0.7,0.1247,:,6,3,,,$,$
11265+0806,A  2575,AB,171.625,8.0947,2022.4079,y,0.4512,0.004,58.32,0.93,0.5,0.0757,:,3,1,,,$,$
05089+0313,A  2636,AB,77.2333,3.2186,2022.085,y,0.4132,0.0005,175.53,0.52,1.6,0.0756,q,3,1,Gaia DR3 3235256584697971200,,.,$
06210+0234,A  2666,AB,95.2583,2.5686,2022.0302,y,0.9594,0.0065,302.16,0.39,4.1,0.0,,1,1,Gaia DR3 3124581462234509952,,.,$
06575+0253,A  2681,AB,104.3708,2.8878,2022.1071,y,0.4865,0.0123,313.29,0.74,0.4,0.0973,:,3,1,Gaia DR3 3127792826464011648,,.,$
06575+0253,A  2681,AB,104.3708,2.8878,2022.2189,y,0.502,0.015,314.07,0.5,0.4,0.0246,:,3,1,Gaia DR3 3127792826464011648,,.,$
22451-0240,A  2696BC,BC,341.2667,-2.6564,2021.8573,V,0.6281,0.0061,70.3,0.66,1.4,0.0364,:,2,1,Gaia DR3 2649536913693752960,,.,$
22451-0240,A  2696BC,BC,341.2667,-2.6564,2021.865,y,0.6115,0.0187,75.28,3.84,1.2,0.0707,:,10,4,Gaia DR3 2649536913693752960,,.,$
23030-0349,A  2697,AB,345.7417,-3.8192,2021.86,y,2.8703,0.031,233.65,0.62,4.1,0.0,:,1,1,Gaia DR3 2636425615490446976,Gaia DR3 2636425611197578880,.,.
05455+0919,A  2710,AB,86.3833,9.3167,2022.1066,y,1.0883,0.1099,245.95,1.29,2.7,0.3859,:,2,1,Gaia DR3 3336203670660155776,,.,$
06152+0631,A  2717AB,AB,93.8042,6.5158,2021.1812,y,0.5509,0.0005,348.77,0.05,0.7,0.0,,1,1,Gaia DR3 3324860872489112064,,.,$
10426+0335,A  2768,AB,160.6542,3.5828,2021.2247,y,0.6183,0.007,236.75,0.77,1.8,0.11,,30,10,Gaia DR3 3857564704134866176,,.,$
10426+0335,A  2768,AB,160.6542,3.5828,2021.3238,y,0.6115,0.0017,237.16,0.36,1.6,0.05,,6,2,Gaia DR3 3857564704134866176,,.,$
10426+0335,A  2768,AB,160.6542,3.5828,2022.3286,y,0.604,0.01,235.98,0.25,1.8,0.15,,6,2,Gaia DR3 3857564704134866176,,.,$
11230+0408,"A  2776AB,C","AB,C",170.7583,4.1381,2021.3047,V,6.3801,0.2005,61.7,1.8,6.0,0.0,*,1,1,Gaia DR3 3813469473202601856,Gaia DR3 3813469473204274432,.,.
04437-0207,A  2802,AB,70.9208,-2.1167,2022.0713,V,3.1538,0.0207,40.27,0.38,3.5,0.0,:,1,1,Gaia DR3 3226110469020114048,,.,$
04437-0207,A  2802,AB,70.9208,-2.1167,2022.0713,y,3.1469,0.023,40.77,0.42,2.8,0.0,*,1,1,Gaia DR3 3226110469020114048,,.,$
06033+1108,A  2807,AB,90.8208,11.1358,2022.1068,y,0.5886,0.0058,107.51,1.1,1.5,0.1616,:,2,1,Gaia DR3 3341931439046639360,,.,$
06253+0801,"A  2812AB,C","AB,C",96.3208,8.0114,2022.0302,y,12.2417,0.0253,299.23,0.12,4.0,0.0,:,1,1,,Gaia DR3 3325493985028605568,$,.
06549+1158,A  2833,AB,103.7333,11.9656,2022.0988,y,0.5191,0.0005,142.76,0.05,0.8,0.0,q,1,1,Gaia DR3 3351424626737953024,,.,$
07292+1253,A  2868,AB,112.2875,12.8792,2021.094,y,0.6937,0.0014,22.37,0.11,0.9,0.0,:,1,1,,,$,$
08301+0513,A  2893,AB,127.5208,5.2175,2021.3018,y,0.6658,0.0016,170.59,0.34,0.6,0.0104,:,2,1,Gaia DR3 3092781593090312064,Gaia DR3 3092781593091017728,.,.
08494+0341,A  2899,AB,132.3375,3.6839,2021.3101,y,0.8954,0.0101,231.51,0.65,3.8,0.0,,1,1,Gaia DR3 581201571564630784,,.,$
05353-0154,A  2916,AB,83.8125,-5.385,2022.126,y,0.9289,0.0126,65.8,2.4,3.1,0.2211,:,2,1,,,$,$
08005+0955,A  2954AB,AB,120.1125,9.9136,2021.1761,y,0.603,0.0,335.11,0.0,0.9,0.0,:,1,1,Gaia DR3 3147157867627430016,Gaia DR3 3147157871925411840,.,.
08005+0955,"A  2954AB,C","AB,C",120.1125,9.9136,2021.1761,y,3.5813,0.0002,45.23,0.0,4.8,0.0,:,1,1,Gaia DR3 3147157867627430016,,!,$
06114-1650,A  3022,AB,92.85,-16.8283,2021.1484,y,1.0829,0.0037,178.73,0.2,1.2,0.0,:,1,1,,,$,$
00209+3259,AC    1,AB,5.225,32.9778,2020.8841,y,1.8743,0.0038,289.24,0.12,1.5,0.2621,*,2,1,Gaia DR3 2863371030285831680,Gaia DR3 2863371034576236032,.,.
06117-0440,AC    3,AB,92.9292,-4.6653,2021.1485,y,0.6457,0.0009,205.98,0.08,2.1,0.0,,1,1,Gaia DR3 3021354775132548736,,.,$
09525-0806,AC    5AB,AB,148.125,-8.1047,2021.1891,y,0.4295,0.0076,35.27,0.58,1.0,0.2357,,25,9,,,$,$
09525-0806,AC    5AB,AB,148.125,-8.1047,2021.2744,y,0.4307,0.0031,35.58,1.77,1.0,0.05,,8,4,,,$,$
09525-0806,AC    5AB,AB,148.125,-8.1047,2021.3648,y,0.4195,0.0018,34.48,0.32,0.6,0.02,,3,1,,,$,$
09525-0806,AC    5AB,AB,148.125,-8.1047,2022.3367,y,0.4127,0.0061,32.6,0.29,1.1,0.4546,,8,3,,,$,$
19584-0214,AC   12,AB,299.5917,-2.2317,2020.683,y,1.5385,0.0005,296.63,0.02,1.5,0.0,q,1,1,Gaia DR3 4234372351203617792,Gaia DR3 4234372355502839424,.,.
01017-0559,AG   13,AB,15.425,-5.9769,2021.896,y,2.6287,0.0291,155.38,0.46,1.6,0.0,*,2,1,Gaia DR3 2524455474487217536,Gaia DR3 2524455474487896320,.,.
01562+3602,AG   25,AB,29.0417,36.0461,2020.9389,y,5.4729,0.003,70.59,0.03,0.3,0.0,*,1,1,Gaia DR3 330287898505805696,,.,$
02069+1437,AG   31AB,AB,31.725,14.6572,2021.8468,y,34.0079,0.0725,146.29,0.12,4.1,0.0,:,1,1,Gaia DR3 77513890426575744,,.,$
02389+1526,AG   43,AB,39.7292,15.4381,2020.8886,V,2.989,0.0018,62.27,0.03,1.0,0.0,*,1,1,,,$,$
03085+3910,AG   62AB,AB,47.1125,39.1608,2020.8831,V,10.7014,0.0098,35.13,0.21,2.9,1.9131,:,3,3,Gaia DR3 142699914749944960,,.,$
03085+3910,AG   62AC,AC,47.1125,39.1608,2020.8831,V,13.306,0.0046,215.9,0.02,5.2,0.7,:,2,2,Gaia DR3 142699914749944960,Gaia DR3 142699532496937856,.,.
03155+3840,AG   64,AB,48.8833,38.6731,2021.0333,y,8.8931,0.0023,237.13,0.01,1.3,0.0,:,1,1,Gaia DR3 235644312705236480,Gaia DR3 235644312705236992,.,.
05331+0228,AG   96,AB,83.2667,2.4692,2022.126,y,5.2363,0.0065,234.93,0.07,1.8,0.0,:,1,1,Gaia DR3 3223690443927231360,Gaia DR3 3223690340848017024,.,.
06010+2014,AG  103,AB,90.2583,20.2347,2022.1067,y,15.0613,0.006,103.64,0.02,2.3,0.0,:,1,1,Gaia DR3 3422802099816110720,,.,$
06067+2006,AG  105,AB,91.675,20.105,2022.1067,y,1.3082,0.003,193.63,0.13,1.1,0.094,:,2,1,,,$,$
06249+3150,AG  111,AB,96.2167,31.83,2021.0337,V,7.1406,0.0025,164.77,0.02,1.4,0.0,:,1,1,Gaia DR3 3438769589929973760,Gaia DR3 3438769482555022720,.,.
06249+3150,AG  111,AB,96.2167,31.83,2021.0337,y,7.1484,0.0037,164.78,0.03,1.1,0.0,*,1,1,Gaia DR3 3438769589929973760,Gaia DR3 3438769482555022720,.,.
06284+3116,AG  113AB,AB,97.0958,31.2639,2021.0337,V,11.3045,0.0039,316.17,0.02,1.7,0.0,:,1,1,Gaia DR3 3435679000184114432,Gaia DR3 3435679000183848832,.,.
06284+3116,AG  113AB,AB,97.0958,31.2639,2021.0337,y,11.2542,0.0042,316.02,0.02,0.4,0.0,:,1,1,Gaia DR3 3435679000184114432,Gaia DR3 3435679000183848832,.,.
06284+3116,AG  113AB,AB,97.0958,31.2639,2022.1396,y,11.2521,0.0037,316.05,0.02,0.5,0.0,:,1,1,Gaia DR3 3435679000184114432,Gaia DR3 3435679000183848832,.,.
06510+0151,AG  123,AB,102.7542,1.8567,2021.1678,y,2.9927,0.0018,261.22,0.04,1.3,0.0,*,1,1,,,$,$
07008+3156,AG  129,AB,105.1833,31.9394,2021.0938,C,6.4398,0.0245,24.53,0.22,3.1,0.0,,1,1,Gaia DR3 890661112067304320,Gaia DR3 890661322522699904,.,.
07008+3156,AG  129,AB,105.1833,31.9394,2021.0938,V,6.366,0.0043,24.38,0.04,2.0,0.0,,1,1,Gaia DR3 890661112067304320,Gaia DR3 890661322522699904,.,.
07008+3156,AG  129,AB,105.1833,31.9394,2021.0938,y,6.3356,0.006,24.31,0.05,1.7,0.0,:,1,1,Gaia DR3 890661112067304320,Gaia DR3 890661322522699904,.,.
07260+2205,AG  140,AB,111.4958,22.0875,2022.1669,V,2.2113,0.004,176.4,0.1,1.2,0.0,:,1,1,,,$,$
07260+2205,AG  140,AB,111.4958,22.0875,2022.1669,y,2.1683,0.0059,176.95,0.16,0.6,0.0,:,1,1,,,$,$
07414+2312,AG  142,AB,115.3583,23.1944,2022.0714,y,1.6888,0.0019,20.49,0.06,0.9,0.0,:,1,1,,,$,$
08068+3303,AG  147,AB,121.7,33.0439,2021.154,y,11.336,0.0059,141.35,0.03,1.5,0.0,:,1,1,Gaia DR3 902240038956290816,Gaia DR3 902240038956568704,.,.
08072+0723,AG  149,AB,121.7875,7.3833,2022.1397,V,5.0566,0.0048,241.33,0.05,0.6,0.0,*,1,1,Gaia DR3 3097747606079523328,Gaia DR3 3097747606080244352,.,.
08072+0723,AG  149,AB,121.7875,7.3833,2022.2382,y,5.0764,0.0083,241.43,0.09,1.2,0.0,:,1,1,Gaia DR3 3097747606079523328,Gaia DR3 3097747606080244352,.,.
08101+0403,AG  150,AB,122.5292,4.0544,2022.1397,y,5.0478,0.0027,30.85,0.03,0.2,0.0,*,1,1,Gaia DR3 3094588709173269888,Gaia DR3 3094588709173269632,.,.
08508+3418,AG  156,AB,132.7042,34.2958,2021.1541,y,10.7825,0.0055,249.84,0.03,0.6,0.0,:,1,1,Gaia DR3 716299325480370432,Gaia DR3 716299325480370944,.,.
08553+3247,AG  159,AB,133.8208,32.7792,2021.2196,V,6.785,0.0201,100.6,0.13,0.5,0.0,*,2,1,Gaia DR3 712926676641739648,Gaia DR3 712926672345445760,.,.
09057+3227,AG  161,AB,136.4125,32.4431,2022.1399,V,4.2971,0.0039,224.81,0.05,0.2,0.0,*,1,1,Gaia DR3 712251885740677632,Gaia DR3 712251885739747840,.,.
09071+3037,AG  162,AB,136.7917,30.6417,2022.1399,y,4.0445,0.0018,106.11,0.02,0.5,0.0,*,1,1,,,$,$
12247+0225,AG  177AB,AB,186.175,2.4231,2022.3206,V,7.55,0.0976,219.37,0.24,2.4,0.1177,:,2,1,Gaia DR3 3700637422457500800,Gaia DR3 3700637422457500288,.,.
17406+2017,AG  211,AB,265.1542,20.2789,2021.4554,y,2.646,0.0019,129.07,0.04,1.3,0.0,:,1,1,,,$,$
19346+3518,AG  232,AB,293.6583,35.2989,2020.631,V,10.6339,0.0009,277.81,0.0,2.1,0.0,:,1,1,Gaia DR3 2048139924888956288,Gaia DR3 2048139924888963072,.,.
19346+3518,AG  232,AB,293.6583,35.2989,2020.631,y,10.6118,0.0011,277.74,0.01,1.5,0.0,*,1,1,Gaia DR3 2048139924888956288,Gaia DR3 2048139924888963072,.,.
20178+0612,AG  251AB,AB,304.4417,6.1936,2020.6832,y,7.4864,0.0,185.44,0.0,2.6,0.0,:,1,1,Gaia DR3 4249399617137656576,Gaia DR3 4249399621433069568,.,.
20178+0612,AG  251AC,AC,304.4417,6.1936,2020.6832,y,87.6345,0.0005,220.95,0.0,5.6,0.0,:,1,1,Gaia DR3 4249399617137656576,,.,$
20382+3109,AG  261,AB,309.5417,31.1428,2021.7016,V,4.2949,0.0009,155.01,0.01,0.8,0.0,*,1,1,Gaia DR3 1862361114495468928,Gaia DR3 1862361045770123904,.,.
21461+2111,AG  277,AB,326.5167,21.1867,2021.6853,y,2.6628,0.001,240.73,0.02,0.5,0.0,:,1,1,,,$,$
22104+3141,AG  280,AB,332.6,31.675,2021.6935,y,11.2103,0.0024,180.08,0.01,1.6,0.0,:,1,1,Gaia DR3 1898521165702246784,Gaia DR3 1898521165702247936,.,.
01146+4102,AG  300,AB,18.6875,41.0372,2021.9369,y,6.5902,0.0084,44.53,0.07,1.6,0.0,:,1,1,Gaia DR3 372722793864762752,,.,$
07002-0917,AG  328,AB,105.0542,-9.2881,2022.0796,V,6.311,0.0161,183.47,0.15,1.8,0.0,:,1,1,Gaia DR3 3049898784186974976,Gaia DR3 3049898784186976512,.,.
07002-0917,AG  328,AB,105.0542,-9.2881,2022.0796,y,6.2887,0.0164,183.63,0.15,0.1,0.0,*,1,1,Gaia DR3 3049898784186974976,Gaia DR3 3049898784186976512,.,.
07079+1053,AG  329GI,GI,106.9417,10.8744,2022.103,y,20.2752,0.0757,54.22,0.18,2.8,0.05,*,6,2,,,$,$
07079+1053,AG  329GI,GI,106.9417,10.8744,2022.2189,y,20.1146,0.016,54.4,0.05,2.9,0.0124,:,3,1,,,$,$
07393-0841,AG  336,AB,114.825,-8.6814,2021.1977,y,2.4593,0.0051,316.3,0.79,0.8,0.022,:,2,1,Gaia DR3 3041912580258551552,Gaia DR3 3041912580263260032,.,.
08051+2827,AG  337,AB,121.2708,28.4561,2022.0796,V,2.654,0.0054,104.17,0.12,0.2,0.0,*,1,1,,,$,$
08051+2827,AG  337,AB,121.2708,28.4561,2022.0796,y,2.6493,0.0108,102.98,0.23,1.0,0.0,:,1,1,,,$,$
09203-0822,AG  339,AB,140.0667,-8.3758,2021.1487,y,6.1588,0.0152,28.81,0.14,2.5,0.0,:,1,1,Gaia DR3 5744680768862271872,Gaia DR3 5744680768862271616,.,.
10596+2527,AG  342,AB,164.9083,25.4375,2021.3019,y,5.2109,0.0125,116.51,0.17,0.6,0.1416,*,2,1,Gaia DR3 3996306127913903232,Gaia DR3 3996306127914172928,.,.
13068+2836,AG  344,AB,196.7083,28.6014,2022.4298,y,18.6801,0.0054,335.78,0.02,0.5,0.0,:,1,1,Gaia DR3 1461182684811100288,Gaia DR3 1461182444292609536,.,.
14491+2628,AG  346,AB,222.2667,26.4608,2021.4279,y,9.6256,0.0147,335.2,0.02,1.6,0.1681,:,2,1,Gaia DR3 1267652867201726080,,.,$
17317+1111,AG  354,AB,262.9208,11.1814,2021.4555,V,2.458,0.0022,52.28,0.05,1.1,0.0,:,1,1,Gaia DR3 4493494123377428352,Gaia DR3 4493494119081255296,.,.
18581+4711,AG  366,AB,284.5125,47.1917,2021.4911,y,1.3376,0.0004,181.62,0.02,0.7,0.0,:,1,1,Gaia DR3 2131416557598645632,Gaia DR3 2131416557601850112,.,.
22324+5313,AG  422,AB,338.0917,53.2225,2021.7018,V,9.2638,0.0011,35.08,0.01,0.9,0.0,q,1,1,Gaia DR3 2001546126793754112,Gaia DR3 2001546126793753728,.,.
22485+5409,AG  424,AB,342.1125,54.1533,2020.884,y,2.2376,0.0115,134.75,0.29,0.6,0.0,*,1,1,,,$,$
20152-0944,AHD  15,AB,303.7833,-9.7261,2020.6832,V,11.0873,0.0144,142.58,0.07,0.4,0.0,:,1,1,,,$,$
08151-1641,ARA  55,AB,123.7542,-16.6881,2021.2168,V,7.6281,0.027,262.23,0.2,1.0,0.0,:,1,1,,,$,$
04286-1728,ARA 153,AB,67.1375,-17.4675,2021.0363,C,9.9277,0.1806,34.76,1.04,2.7,0.0,:,1,1,,,$,$
04286-1728,ARA 153,AB,67.1375,-17.4675,2021.0363,V,10.0655,0.011,34.68,0.06,1.8,0.0,,1,1,,,$,$
07439-1716,ARA 195,AB,115.9708,-17.2786,2021.2167,V,8.082,0.0266,79.68,0.19,1.1,0.0,:,1,1,Gaia DR3 5718747550178907264,Gaia DR3 5718747550178909312,.,.
18077-1913,ARA 729,AB,271.9167,-19.2186,2021.5867,V,13.0961,0.0107,342.98,0.05,1.1,0.0,:,1,1,Gaia DR3 4095163561966794368,Gaia DR3 4095163561966794112,.,.
00458+5459,ARG   2AB,AB,11.4583,54.9778,2021.8794,y,2.4924,0.0061,22.42,0.06,2.4,0.0981,q,2,1,Gaia DR3 417565761431676288,Gaia DR3 417565761432570368,.,.
08248+6409,ARG  18,AB,126.2042,64.1533,2021.2415,V,19.7802,0.0015,22.72,0.0,0.9,0.0,,1,1,Gaia DR3 1090948841673998720,Gaia DR3 1090948876033736960,.,.
03411+6039,ARG  57,AB,55.275,60.6564,2020.9377,V,6.0096,0.0017,316.77,0.02,1.5,0.0,:,1,1,Gaia DR3 474394707105856896,Gaia DR3 474394707105856640,.,.
03411+6039,ARG  57,AB,55.275,60.6564,2020.9377,y,6.0107,0.0029,316.6,0.03,0.2,0.0,*,1,1,Gaia DR3 474394707105856896,Gaia DR3 474394707105856640,.,.
05535+4249,ARG  62,AB,88.3708,42.8172,2021.0336,V,7.3523,0.0028,81.27,0.02,1.5,0.0,:,1,1,Gaia DR3 193158599293293568,Gaia DR3 193158599293292800,.,.
05535+4249,ARG  62,AB,88.3708,42.8172,2021.0336,y,7.3569,0.0029,81.24,0.02,0.1,0.0,*,1,1,Gaia DR3 193158599293293568,Gaia DR3 193158599293292800,.,.
05571+1014,ARG  63AB,AB,89.2833,10.2292,2022.1068,y,32.6078,0.0017,67.42,0.0,1.8,0.0,q,1,1,,Gaia DR3 3341952505861290240,$,.
08568-1726,ARG  72AB,AB,134.2042,-17.4333,2021.1679,y,4.1342,0.0033,182.17,0.05,0.2,0.0,*,1,1,Gaia DR3 5729850281149765632,Gaia DR3 5729850276853096960,.,.
22032+0157,ARG  96,AB,330.8,1.9475,2020.9428,V,8.3916,0.0035,2.98,0.02,0.7,0.0,:,1,1,Gaia DR3 2683086238980676736,Gaia DR3 2683086243272806016,.,.
18472+1655,ARN  75,AB,281.8292,16.9083,2020.6119,y,60.871,0.0026,25.83,0.0,3.3,0.0,*,1,1,,,$,$
03150+5436,ARN  89,AB,48.7458,54.5933,2020.9378,y,34.7546,0.0061,14.69,0.01,0.7,0.0,:,1,1,,,$,$
19482+3256,"ARN 118A,BC","A,BC",297.0583,32.9311,2021.5704,V,11.7286,0.0017,22.05,0.01,1.3,0.0,:,1,1,,Gaia DR3 2034740584693129856,$,.
19482+3256,"ARN 118A,BC","A,BC",297.0583,32.9311,2021.5704,y,11.7401,0.0026,22.03,0.01,1.0,0.0,:,1,1,,Gaia DR3 2034740584693129856,$,.
20224-1841,B   479,AB,305.5917,-18.6886,2021.6851,y,2.3295,0.0015,115.87,0.04,1.1,0.0,:,1,1,,,$,$
07350-1941,B  1067,AB,113.7458,-19.6764,2022.126,y,2.1673,0.0294,12.35,0.78,4.2,0.0,:,1,1,Gaia DR3 5716325360425803776,,.,$
07480-1924,"B  1077AB,C","AB,C",116.9917,-19.4033,2021.1813,y,41.9546,0.0208,60.11,0.03,4.0,0.0,*,1,1,,Gaia DR3 5715869750293430144,$,.
07480-1924,"B  1077AB,C","AB,C",116.9917,-19.4033,2022.126,y,42.227,0.0176,60.5,0.02,3.6,0.0,*,1,1,,Gaia DR3 5715869750293430144,$,.
11352-2033,B  1701,AB,173.7958,-20.5578,2021.3649,y,0.5386,0.0019,205.52,0.2,0.9,0.0,:,1,1,Gaia DR3 3541908453538687488,Gaia DR3 3541908453536988928,.,.
02301-2053,B  1920,AB,37.5125,-20.8883,2021.8605,V,0.3854,0.0258,34.74,3.83,0.9,0.0,:,1,1,,,$,$
07174-1843,B  1969,AB,109.3583,-18.72,2021.151,V,2.7432,0.1608,7.21,3.36,2.5,0.0,:,1,1,Gaia DR3 2931378989858499968,Gaia DR3 2931378985559009664,.,.
07174-1843,B  1969,AB,109.3583,-18.72,2021.151,y,2.9686,0.0124,7.54,0.24,0.7,0.0,:,1,1,Gaia DR3 2931378989858499968,Gaia DR3 2931378985559009664,.,.
17424-1924,B  2413,AB,265.5958,-19.4028,2021.4938,C,11.3631,0.1279,198.05,0.64,2.8,0.0,,1,1,Gaia DR3 4120000331427758592,Gaia DR3 4120000297068017664,.,.
17424-1924,B  2413,AB,265.5958,-19.4028,2021.4938,y,11.1789,0.0057,198.24,0.03,3.9,0.0,,1,1,Gaia DR3 4120000331427758592,Gaia DR3 4120000297068017664,.,.
10180-0242,BAL 208,AB,154.4917,-2.6917,2021.1979,V,6.4352,0.0462,359.96,0.41,1.0,0.0,*,1,1,Gaia DR3 3780759384528273408,Gaia DR3 3780759414593309824,.,.
11452-0248,BAL 218,AB,176.2917,-2.8025,2021.2527,V,12.8361,0.009,347.63,0.09,0.7,0.1505,:,2,1,,,$,$
02425-0119,BAL 279,AB,40.6083,-1.3214,2020.943,V,6.1316,0.0062,41.08,0.06,1.7,0.0,:,1,1,Gaia DR3 2496867800032447232,Gaia DR3 2496867800032304512,.,.
07065-0126,BAL 398,AB,106.6167,-1.4453,2022.0987,y,19.6557,0.0417,230.56,0.12,2.7,0.0,:,1,1,Gaia DR3 3109302201981357184,Gaia DR3 3109302201981361280,.,.
08198-0144,BAL 500,AB,124.95,-1.7278,2021.1814,y,10.2417,0.021,77.22,0.12,1.3,0.0,:,1,1,,,$,$
08347-0220,BAL 508,AB,128.6542,-2.3314,2021.1813,y,11.1366,0.0162,131.04,0.08,1.2,0.0,:,1,1,,,$,$
18040-0135,BAL 579,AB,270.9917,-1.5881,2020.5356,C,7.013,0.0176,358.43,0.14,0.6,0.0,*,1,1,Gaia DR3 4178178343431160320,Gaia DR3 4178178343431160448,.,.
20290-0105,BAL 612,AB,307.2417,-1.0839,2020.6832,V,8.7113,0.0207,237.37,0.14,1.3,0.0,:,1,1,Gaia DR3 4229128269148194304,Gaia DR3 4229128269148193792,.,.
04353-0029,BAL 660,AB,68.8208,-0.4758,2022.0713,y,14.5845,0.028,140.47,0.11,4.7,0.0,:,1,1,Gaia DR3 3230317200507568768,Gaia DR3 3230316994349138688,.,.
05397-0042,BAL 677AB,AB,84.925,-0.6942,2021.1812,V,19.2059,0.0153,346.91,0.05,0.6,0.0,:,1,1,,,$,$
06137-0019,BAL 686,AB,93.4208,-0.3089,2021.1757,V,10.4019,1.972,6.11,0.65,2.1,0.2705,*,2,1,Gaia DR3 3121859277602175488,Gaia DR3 3121859277601320448,.,.
06518-0026,BAL 729,AB,102.9458,-0.4406,2022.0988,V,14.3649,0.0065,101.72,0.03,0.9,0.0,:,1,1,,,$,$
07005-0031,BAL 749,AB,105.1125,-0.5233,2021.2415,y,17.6819,0.015,135.76,0.01,1.6,0.5529,:,2,1,Gaia DR3 3112648325100771840,Gaia DR3 3112647569186528000,.,.
07553-0027,BAL 833,AB,118.8167,-0.4506,2021.1814,V,6.3995,0.0163,171.26,0.15,0.7,0.0,:,1,1,,,$,$
13485-0124,BAL 879,AB,207.125,-1.3936,2022.43,y,6.9941,0.0058,143.41,0.05,0.5,0.0,:,1,1,Gaia DR3 3658964587438643200,Gaia DR3 3658964591734016000,.,.
